facility_id,industry,product,process,machinery,scale,units_per_month,location_city,location_state,location_lat,location_lng,waste_streams,num_waste_types
FAC_00436,food_processing,packaged_foods,packaging,autoclave,medium,9447,Jaipur,Rajasthan,26.91,75.79,"[{""type"": ""organic_waste"", ""category"": ""organic"", ""quantity_min_tons"": 5.16, ""quantity_max_tons"": 7.0, ""contamination_pct"": 13.7, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""packaging_cardboard"", ""category"": ""paper"", ""quantity_min_tons"": 3.34, ""quantity_max_tons"": 4.12, ""contamination_pct"": 5.6, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}]",2
FAC_00437,electronics,connectors,smt_assembly,wave_solder,medium,3019,Bengaluru,Karnataka,12.97,77.59,"[{""type"": ""pcb_scrap"", ""category"": ""electronic"", ""quantity_min_tons"": 0.63, ""quantity_max_tons"": 0.91, ""contamination_pct"": 5.4, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""solder_dross"", ""category"": ""metal"", ""quantity_min_tons"": 0.28, ""quantity_max_tons"": 0.37, ""contamination_pct"": 10.9, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""electronic_components"", ""category"": ""electronic"", ""quantity_min_tons"": 0.44, ""quantity_max_tons"": 0.51, ""contamination_pct"": 2.8, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""plastic_packaging"", ""category"": ""plastic"", ""quantity_min_tons"": 0.58, ""quantity_max_tons"": 0.69, ""contamination_pct"": 6.3, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}]",4
FAC_00438,automotive,body_panels,stamping,milling_machine,small,431,Ahmedabad,Gujarat,23.02,72.57,"[{""type"": ""metal_scrap_steel"", ""category"": ""metal"", ""quantity_min_tons"": 0.05, ""quantity_max_tons"": 0.08, ""contamination_pct"": 1.0, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""used_coolant"", ""category"": ""chemical"", ""quantity_min_tons"": 0.01, ""quantity_max_tons"": 0.01, ""contamination_pct"": 7.2, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}]",2
FAC_00439,textiles,fabric,cutting,dyeing_machine,medium,5692,Chennai,Tamil Nadu,13.08,80.27,"[{""type"": ""fabric_scraps"", ""category"": ""textile"", ""quantity_min_tons"": 4.16, ""quantity_max_tons"": 5.07, ""contamination_pct"": 3.4, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""thread_waste"", ""category"": ""textile"", ""quantity_min_tons"": 0.76, ""quantity_max_tons"": 0.96, ""contamination_pct"": 2.8, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""dye_wastewater"", ""category"": ""liquid"", ""quantity_min_tons"": 5.15, ""quantity_max_tons"": 6.96, ""contamination_pct"": 26.7, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""packaging_materials"", ""category"": ""mixed"", ""quantity_min_tons"": 1.41, ""quantity_max_tons"": 1.76, ""contamination_pct"": 8.7, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}]",4
FAC_00440,chemical,industrial_chemicals,filtration,filter_press,large,93044,Bengaluru,Karnataka,12.97,77.59,"[{""type"": ""contaminated_solvents"", ""category"": ""chemical"", ""quantity_min_tons"": 93.24, ""quantity_max_tons"": 128.09, ""contamination_pct"": 23.6, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Hazardous""}, {""type"": ""filter_waste"", ""category"": ""mixed"", ""quantity_min_tons"": 63.49, ""quantity_max_tons"": 88.98, ""contamination_pct"": 26.3, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""packaging_drums"", ""category"": ""metal"", ""quantity_min_tons"": 52.67, ""quantity_max_tons"": 67.26, ""contamination_pct"": 5.7, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}]",3
FAC_00441,chemical,industrial_chemicals,filtration,filter_press,small,815,Hyderabad,Telangana,17.39,78.49,"[{""type"": ""contaminated_solvents"", ""category"": ""chemical"", ""quantity_min_tons"": 0.05, ""quantity_max_tons"": 0.06, ""contamination_pct"": 36.4, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Hazardous""}, {""type"": ""filter_waste"", ""category"": ""mixed"", ""quantity_min_tons"": 0.03, ""quantity_max_tons"": 0.04, ""contamination_pct"": 39.3, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}]",2
FAC_00442,automotive,body_panels,painting,press,small,514,Jaipur,Rajasthan,26.91,75.79,"[{""type"": ""metal_scrap_aluminum"", ""category"": ""metal"", ""quantity_min_tons"": 0.03, ""quantity_max_tons"": 0.05, ""contamination_pct"": 1.0, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""used_lubricant"", ""category"": ""chemical"", ""quantity_min_tons"": 0.0, ""quantity_max_tons"": 0.01, ""contamination_pct"": 13.2, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Hazardous""}]",2
FAC_00443,textiles,fabric,sewing,cutting_table,large,45201,Chennai,Tamil Nadu,13.08,80.27,"[{""type"": ""fabric_scraps"", ""category"": ""textile"", ""quantity_min_tons"": 133.69, ""quantity_max_tons"": 159.0, ""contamination_pct"": 2.1, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""dye_wastewater"", ""category"": ""liquid"", ""quantity_min_tons"": 149.12, ""quantity_max_tons"": 187.66, ""contamination_pct"": 29.5, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""packaging_materials"", ""category"": ""mixed"", ""quantity_min_tons"": 39.79, ""quantity_max_tons"": 52.39, ""contamination_pct"": 7.9, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}]",3
FAC_00444,metalworking,metal_fixtures,grinding,welder,medium,7496,Hyderabad,Telangana,17.39,78.49,"[{""type"": ""welding_slag"", ""category"": ""metal"", ""quantity_min_tons"": 1.3, ""quantity_max_tons"": 1.78, ""contamination_pct"": 14.4, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""cutting_coolant"", ""category"": ""chemical"", ""quantity_min_tons"": 0.69, ""quantity_max_tons"": 0.77, ""contamination_pct"": 14.9, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Hazardous""}]",2
FAC_00445,food_processing,packaged_foods,sterilization,packaging_line,small,522,Mumbai,Maharashtra,19.08,72.88,"[{""type"": ""organic_waste"", ""category"": ""organic"", ""quantity_min_tons"": 0.06, ""quantity_max_tons"": 0.06, ""contamination_pct"": 9.8, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""packaging_plastic"", ""category"": ""plastic"", ""quantity_min_tons"": 0.03, ""quantity_max_tons"": 0.04, ""contamination_pct"": 4.2, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""packaging_cardboard"", ""category"": ""paper"", ""quantity_min_tons"": 0.04, ""quantity_max_tons"": 0.04, ""contamination_pct"": 2.3, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""wastewater"", ""category"": ""liquid"", ""quantity_min_tons"": 0.13, ""quantity_max_tons"": 0.15, ""contamination_pct"": 21.2, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}]",4
FAC_00446,electronics,semiconductors,wave_soldering,pick_place,medium,2567,Delhi,Delhi,28.61,77.21,"[{""type"": ""pcb_scrap"", ""category"": ""electronic"", ""quantity_min_tons"": 0.63, ""quantity_max_tons"": 0.67, ""contamination_pct"": 7.8, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""electronic_components"", ""category"": ""electronic"", ""quantity_min_tons"": 0.32, ""quantity_max_tons"": 0.43, ""contamination_pct"": 2.6, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""plastic_packaging"", ""category"": ""plastic"", ""quantity_min_tons"": 0.47, ""quantity_max_tons"": 0.66, ""contamination_pct"": 8.3, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}]",3
FAC_00447,food_processing,frozen_goods,cooking,mixer,small,148,Pune,Maharashtra,18.52,73.85,"[{""type"": ""organic_waste"", ""category"": ""organic"", ""quantity_min_tons"": 0.02, ""quantity_max_tons"": 0.02, ""contamination_pct"": 15.5, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""packaging_plastic"", ""category"": ""plastic"", ""quantity_min_tons"": 0.01, ""quantity_max_tons"": 0.01, ""contamination_pct"": 4.2, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""packaging_cardboard"", ""category"": ""paper"", ""quantity_min_tons"": 0.01, ""quantity_max_tons"": 0.01, ""contamination_pct"": 4.2, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""wastewater"", ""category"": ""liquid"", ""quantity_min_tons"": 0.04, ""quantity_max_tons"": 0.04, ""contamination_pct"": 19.0, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}]",4
FAC_00448,electronics,circuit_boards,packaging,wave_solder,medium,3384,Kolkata,West Bengal,22.57,88.36,"[{""type"": ""pcb_scrap"", ""category"": ""electronic"", ""quantity_min_tons"": 0.77, ""quantity_max_tons"": 1.02, ""contamination_pct"": 2.0, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""solder_dross"", ""category"": ""metal"", ""quantity_min_tons"": 0.29, ""quantity_max_tons"": 0.35, ""contamination_pct"": 12.0, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""plastic_packaging"", ""category"": ""plastic"", ""quantity_min_tons"": 0.61, ""quantity_max_tons"": 0.82, ""contamination_pct"": 8.6, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}]",3
FAC_00449,chemical,industrial_chemicals,filtration,filter_press,small,873,Bengaluru,Karnataka,12.97,77.59,"[{""type"": ""chemical_residue"", ""category"": ""chemical"", ""quantity_min_tons"": 0.06, ""quantity_max_tons"": 0.08, ""contamination_pct"": 25.3, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Hazardous""}, {""type"": ""filter_waste"", ""category"": ""mixed"", ""quantity_min_tons"": 0.03, ""quantity_max_tons"": 0.04, ""contamination_pct"": 40.9, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""packaging_drums"", ""category"": ""metal"", ""quantity_min_tons"": 0.03, ""quantity_max_tons"": 0.03, ""contamination_pct"": 9.5, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}]",3
FAC_00450,textiles,garments,finishing,loom,medium,6305,Kolkata,West Bengal,22.57,88.36,"[{""type"": ""fabric_scraps"", ""category"": ""textile"", ""quantity_min_tons"": 4.34, ""quantity_max_tons"": 5.92, ""contamination_pct"": 1.4, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""dye_wastewater"", ""category"": ""liquid"", ""quantity_min_tons"": 5.83, ""quantity_max_tons"": 6.93, ""contamination_pct"": 39.8, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}]",2
FAC_00451,electronics,displays,smt_assembly,pick_place,large,29771,Delhi,Delhi,28.61,77.21,"[{""type"": ""solder_dross"", ""category"": ""metal"", ""quantity_min_tons"": 10.29, ""quantity_max_tons"": 14.84, ""contamination_pct"": 9.0, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""plastic_packaging"", ""category"": ""plastic"", ""quantity_min_tons"": 20.09, ""quantity_max_tons"": 26.2, ""contamination_pct"": 5.1, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}]",2
FAC_00452,food_processing,snacks,packaging,mixer,small,444,Mumbai,Maharashtra,19.08,72.88,"[{""type"": ""packaging_plastic"", ""category"": ""plastic"", ""quantity_min_tons"": 0.02, ""quantity_max_tons"": 0.03, ""contamination_pct"": 5.9, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""wastewater"", ""category"": ""liquid"", ""quantity_min_tons"": 0.11, ""quantity_max_tons"": 0.13, ""contamination_pct"": 26.1, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}]",2
FAC_00453,automotive,electrical_systems,cnc_machining,spray_booth,large,97890,Bengaluru,Karnataka,12.97,77.59,"[{""type"": ""used_coolant"", ""category"": ""chemical"", ""quantity_min_tons"": 31.74, ""quantity_max_tons"": 45.25, ""contamination_pct"": 10.5, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Hazardous""}, {""type"": ""used_lubricant"", ""category"": ""chemical"", ""quantity_min_tons"": 16.73, ""quantity_max_tons"": 25.4, ""contamination_pct"": 20.5, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Hazardous""}]",2
FAC_00454,automotive,transmissions,assembly,milling_machine,medium,3529,Bengaluru,Karnataka,12.97,77.59,"[{""type"": ""metal_scrap_steel"", ""category"": ""metal"", ""quantity_min_tons"": 2.64, ""quantity_max_tons"": 3.36, ""contamination_pct"": 2.0, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""used_coolant"", ""category"": ""chemical"", ""quantity_min_tons"": 0.29, ""quantity_max_tons"": 0.44, ""contamination_pct"": 6.3, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""used_lubricant"", ""category"": ""chemical"", ""quantity_min_tons"": 0.16, ""quantity_max_tons"": 0.23, ""contamination_pct"": 21.2, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Hazardous""}, {""type"": ""paint_sludge"", ""category"": ""chemical"", ""quantity_min_tons"": 0.49, ""quantity_max_tons"": 0.65, ""contamination_pct"": 17.9, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Hazardous""}]",4
FAC_00455,automotive,transmissions,stamping,welding_robot,small,118,Pune,Maharashtra,18.52,73.85,"[{""type"": ""metal_scrap_aluminum"", ""category"": ""metal"", ""quantity_min_tons"": 0.01, ""quantity_max_tons"": 0.01, ""contamination_pct"": 1.3, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""used_coolant"", ""category"": ""chemical"", ""quantity_min_tons"": 0.0, ""quantity_max_tons"": 0.0, ""contamination_pct"": 5.7, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""used_lubricant"", ""category"": ""chemical"", ""quantity_min_tons"": 0.0, ""quantity_max_tons"": 0.0, ""contamination_pct"": 14.6, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Hazardous""}]",3
FAC_00456,electronics,displays,testing,wave_solder,large,72048,Mumbai,Maharashtra,19.08,72.88,"[{""type"": ""pcb_scrap"", ""category"": ""electronic"", ""quantity_min_tons"": 62.87, ""quantity_max_tons"": 77.25, ""contamination_pct"": 2.4, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""solder_dross"", ""category"": ""metal"", ""quantity_min_tons"": 26.64, ""quantity_max_tons"": 32.6, ""contamination_pct"": 6.6, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""electronic_components"", ""category"": ""electronic"", ""quantity_min_tons"": 40.45, ""quantity_max_tons"": 45.28, ""contamination_pct"": 3.2, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""plastic_packaging"", ""category"": ""plastic"", ""quantity_min_tons"": 51.45, ""quantity_max_tons"": 65.65, ""contamination_pct"": 6.3, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}]",4
FAC_00457,metalworking,metal_fixtures,heat_treatment,plasma_cutter,small,963,Hyderabad,Telangana,17.39,78.49,"[{""type"": ""welding_slag"", ""category"": ""metal"", ""quantity_min_tons"": 0.03, ""quantity_max_tons"": 0.04, ""contamination_pct"": 5.1, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""grinding_dust"", ""category"": ""metal"", ""quantity_min_tons"": 0.02, ""quantity_max_tons"": 0.04, ""contamination_pct"": 18.0, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}]",2
FAC_00458,metalworking,metal_fixtures,grinding,plasma_cutter,small,618,Lucknow,Uttar Pradesh,26.85,80.95,"[{""type"": ""metal_shavings"", ""category"": ""metal"", ""quantity_min_tons"": 0.09, ""quantity_max_tons"": 0.14, ""contamination_pct"": 6.0, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""welding_slag"", ""category"": ""metal"", ""quantity_min_tons"": 0.02, ""quantity_max_tons"": 0.03, ""contamination_pct"": 11.7, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""cutting_coolant"", ""category"": ""chemical"", ""quantity_min_tons"": 0.01, ""quantity_max_tons"": 0.01, ""contamination_pct"": 16.4, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Hazardous""}, {""type"": ""grinding_dust"", ""category"": ""metal"", ""quantity_min_tons"": 0.02, ""quantity_max_tons"": 0.02, ""contamination_pct"": 25.3, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}]",4
FAC_00459,textiles,fabric,cutting,sewing_machine,small,493,Ahmedabad,Gujarat,23.02,72.57,"[{""type"": ""dye_wastewater"", ""category"": ""liquid"", ""quantity_min_tons"": 0.08, ""quantity_max_tons"": 0.13, ""contamination_pct"": 39.0, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""packaging_materials"", ""category"": ""mixed"", ""quantity_min_tons"": 0.02, ""quantity_max_tons"": 0.03, ""contamination_pct"": 11.9, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}]",2
FAC_00460,electronics,circuit_boards,smt_assembly,pick_place,medium,8977,Chennai,Tamil Nadu,13.08,80.27,"[{""type"": ""pcb_scrap"", ""category"": ""electronic"", ""quantity_min_tons"": 1.99, ""quantity_max_tons"": 2.82, ""contamination_pct"": 7.6, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""solder_dross"", ""category"": ""metal"", ""quantity_min_tons"": 0.73, ""quantity_max_tons"": 1.11, ""contamination_pct"": 6.4, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""electronic_components"", ""category"": ""electronic"", ""quantity_min_tons"": 1.12, ""quantity_max_tons"": 1.47, ""contamination_pct"": 2.2, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""plastic_packaging"", ""category"": ""plastic"", ""quantity_min_tons"": 1.45, ""quantity_max_tons"": 2.3, ""contamination_pct"": 9.1, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}]",4
FAC_00461,electronics,circuit_boards,smt_assembly,pick_place,medium,5158,Bengaluru,Karnataka,12.97,77.59,"[{""type"": ""solder_dross"", ""category"": ""metal"", ""quantity_min_tons"": 0.42, ""quantity_max_tons"": 0.62, ""contamination_pct"": 11.1, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""plastic_packaging"", ""category"": ""plastic"", ""quantity_min_tons"": 0.94, ""quantity_max_tons"": 1.33, ""contamination_pct"": 6.8, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}]",2
FAC_00462,automotive,electrical_systems,welding,milling_machine,large,90719,Hyderabad,Telangana,17.39,78.49,"[{""type"": ""metal_scrap_steel"", ""category"": ""metal"", ""quantity_min_tons"": 266.45, ""quantity_max_tons"": 331.55, ""contamination_pct"": 1.8, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""metal_scrap_aluminum"", ""category"": ""metal"", ""quantity_min_tons"": 141.87, ""quantity_max_tons"": 148.61, ""contamination_pct"": 3.7, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""used_coolant"", ""category"": ""chemical"", ""quantity_min_tons"": 34.54, ""quantity_max_tons"": 38.09, ""contamination_pct"": 12.8, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Hazardous""}, {""type"": ""used_lubricant"", ""category"": ""chemical"", ""quantity_min_tons"": 15.03, ""quantity_max_tons"": 22.1, ""contamination_pct"": 20.8, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Hazardous""}, {""type"": ""paint_sludge"", ""category"": ""chemical"", ""quantity_min_tons"": 43.65, ""quantity_max_tons"": 63.3, ""contamination_pct"": 21.0, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Hazardous""}]",5
FAC_00463,metalworking,structural_steel,grinding,plasma_cutter,small,727,Delhi,Delhi,28.61,77.21,"[{""type"": ""welding_slag"", ""category"": ""metal"", ""quantity_min_tons"": 0.03, ""quantity_max_tons"": 0.04, ""contamination_pct"": 9.8, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""cutting_coolant"", ""category"": ""chemical"", ""quantity_min_tons"": 0.01, ""quantity_max_tons"": 0.01, ""contamination_pct"": 12.2, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Hazardous""}]",2
FAC_00464,chemical,coatings,reaction,mixer,medium,5487,Ahmedabad,Gujarat,23.02,72.57,"[{""type"": ""chemical_residue"", ""category"": ""chemical"", ""quantity_min_tons"": 2.05, ""quantity_max_tons"": 2.29, ""contamination_pct"": 16.2, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Hazardous""}, {""type"": ""packaging_drums"", ""category"": ""metal"", ""quantity_min_tons"": 0.68, ""quantity_max_tons"": 0.92, ""contamination_pct"": 11.6, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}]",2
FAC_00465,food_processing,frozen_goods,freezing,autoclave,large,43156,Delhi,Delhi,28.61,77.21,"[{""type"": ""organic_waste"", ""category"": ""organic"", ""quantity_min_tons"": 94.92, ""quantity_max_tons"": 106.82, ""contamination_pct"": 6.6, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""packaging_plastic"", ""category"": ""plastic"", ""quantity_min_tons"": 43.11, ""quantity_max_tons"": 60.08, ""contamination_pct"": 5.6, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""wastewater"", ""category"": ""liquid"", ""quantity_min_tons"": 191.74, ""quantity_max_tons"": 223.28, ""contamination_pct"": 18.4, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}]",3
FAC_00466,food_processing,snacks,sterilization,autoclave,large,35808,Kolkata,West Bengal,22.57,88.36,"[{""type"": ""organic_waste"", ""category"": ""organic"", ""quantity_min_tons"": 79.62, ""quantity_max_tons"": 99.17, ""contamination_pct"": 15.1, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""packaging_plastic"", ""category"": ""plastic"", ""quantity_min_tons"": 41.9, ""quantity_max_tons"": 52.71, ""contamination_pct"": 7.1, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""packaging_cardboard"", ""category"": ""paper"", ""quantity_min_tons"": 51.05, ""quantity_max_tons"": 72.92, ""contamination_pct"": 2.2, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""wastewater"", ""category"": ""liquid"", ""quantity_min_tons"": 144.9, ""quantity_max_tons"": 201.21, ""contamination_pct"": 25.0, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}]",4
FAC_00467,food_processing,packaged_foods,freezing,industrial_oven,large,37015,Hyderabad,Telangana,17.39,78.49,"[{""type"": ""packaging_cardboard"", ""category"": ""paper"", ""quantity_min_tons"": 59.19, ""quantity_max_tons"": 66.15, ""contamination_pct"": 7.2, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""wastewater"", ""category"": ""liquid"", ""quantity_min_tons"": 148.65, ""quantity_max_tons"": 218.13, ""contamination_pct"": 24.0, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}]",2
FAC_00468,food_processing,beverages,packaging,autoclave,small,793,Jaipur,Rajasthan,26.91,75.79,"[{""type"": ""organic_waste"", ""category"": ""organic"", ""quantity_min_tons"": 0.08, ""quantity_max_tons"": 0.1, ""contamination_pct"": 15.2, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""packaging_plastic"", ""category"": ""plastic"", ""quantity_min_tons"": 0.05, ""quantity_max_tons"": 0.06, ""contamination_pct"": 7.9, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""packaging_cardboard"", ""category"": ""paper"", ""quantity_min_tons"": 0.05, ""quantity_max_tons"": 0.08, ""contamination_pct"": 5.3, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""wastewater"", ""category"": ""liquid"", ""quantity_min_tons"": 0.16, ""quantity_max_tons"": 0.25, ""contamination_pct"": 28.5, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}]",4
FAC_00469,food_processing,snacks,cooking,packaging_line,small,770,Ahmedabad,Gujarat,23.02,72.57,"[{""type"": ""organic_waste"", ""category"": ""organic"", ""quantity_min_tons"": 0.09, ""quantity_max_tons"": 0.11, ""contamination_pct"": 8.6, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""packaging_plastic"", ""category"": ""plastic"", ""quantity_min_tons"": 0.04, ""quantity_max_tons"": 0.05, ""contamination_pct"": 12.0, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""packaging_cardboard"", ""category"": ""paper"", ""quantity_min_tons"": 0.06, ""quantity_max_tons"": 0.06, ""contamination_pct"": 3.8, ""quality_grade"": ""Grade A"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""wastewater"", ""category"": ""liquid"", ""quantity_min_tons"": 0.18, ""quantity_max_tons"": 0.24, ""contamination_pct"": 21.0, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}]",4
FAC_00470,chemical,solvents,distillation,reactor,large,61180,Kolkata,West Bengal,22.57,88.36,"[{""type"": ""packaging_drums"", ""category"": ""metal"", ""quantity_min_tons"": 31.31, ""quantity_max_tons"": 46.51, ""contamination_pct"": 6.8, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}]",1
FAC_00471,metalworking,metal_fixtures,heat_treatment,drill_press,medium,3628,Jaipur,Rajasthan,26.91,75.79,"[{""type"": ""metal_shavings"", ""category"": ""metal"", ""quantity_min_tons"": 3.22, ""quantity_max_tons"": 3.45, ""contamination_pct"": 5.2, ""quality_grade"": ""Grade B"", ""hazard_class"": ""Non-hazardous""}, {""type"": ""grinding_dust"", ""category"": ""metal"", ""quantity_min_tons"": 0.52, ""quantity_max_tons"": 0.63, ""contamination_pct"": 33.2, ""quality_grade"": ""Grade C"", ""hazard_class"": ""Non-hazardous""}]",2
